application_id,app_request_ts,got_coordinator_ts,release_coordinator_ts,got_approver_ts,release_approver_ts,got_coordinator2_ts,release_coordinator2_ts,got_indirectbuyer_ts,release_indirectbuyer_ts,exit_system_ts
46,141.36321821101953,144.57081180241534,160.94869923193858,162.01649034984743,168.54585598550102,,,168.54585598550102,171.25584524236172,171.25584524236172
52,148.0827434105182,160.94869923193858,161.0420052789902,162.04698469340903,167.44151451133126,,,167.44151451133126,173.0860510372403,173.0860510372403
42,137.24073766718215,137.24073766718215,169.57652270523067,175.29072110712232,179.556254691211,,,179.556254691211,184.12732943946247,184.12732943946247
55,153.74211216147657,163.050268132742,163.17994193739133,172.6133038418264,178.60953983969884,,,178.60953983969884,185.22196983927464,185.22196983927464
48,142.6477577996,146.52720909013024,148.5175780788153,153.97942282550778,159.07809828833462,169.57652270523067,179.64847226182744,184.12732943946247,188.90426350570422,188.90426350570422
43,137.75100873744555,138.23622686037177,150.84288968589973,155.74214899213393,162.01649034984743,174.38927415198484,183.8086733231222,185.22196983927464,189.57163199537243,189.57163199537243
47,142.27659421675395,145.3874224532213,174.38927415198484,179.556254691211,184.2296581353454,,,189.57163199537243,194.4660522538877,194.4660522538877
50,145.59297104390217,150.84288968589973,171.3238258129832,178.60953983969884,184.14739006494827,,,188.90426350570422,195.23082606742105,195.23082606742105
59,169.1735961555893,179.64847226182744,185.92864920614375,185.92864920614375,189.51900706178404,,,194.4660522538877,200.46235292028837,200.46235292028837
56,158.20001170705072,163.17994193739133,189.08351379214255,189.51900706178404,193.7464044274554,,,195.23082606742105,200.91222315549925,200.91222315549925
38,123.74380553230434,123.74380553230434,162.81492637102545,167.44151451133126,172.6133038418264,183.8086733231222,193.77806736395024,200.46235292028837,204.32142241784064,204.32142241784064
58,162.20860101413635,177.64912534270476,189.14314836700729,190.32911130334386,194.65774103943087,,,200.91222315549925,207.2198409058051,207.2198409058051
49,145.39410254847272,148.5175780788153,163.050268132742,168.54585598550102,175.29072110712232,185.92864920614375,196.21411116699738,204.32142241784064,208.76575541777237,208.76575541777237
57,161.43360036072553,171.3238258129832,192.0951387360017,193.7464044274554,197.7856004175318,,,207.2198409058051,210.56591020306968,210.56591020306968
62,188.13433453412145,192.0951387360017,199.56260704745446,199.56260704745446,204.5818155428506,,,208.76575541777237,215.08903578048935,215.08903578048935
60,175.77648724731424,189.08351379214255,198.20632579765265,198.20632579765265,205.47418995292549,,,210.56591020306968,216.15350908020258,216.15350908020258
53,148.29793017888483,161.0420052789902,177.64912534270476,184.14739006494827,190.32911130334386,193.77806736395024,206.6026097207601,215.08903578048935,219.6259449669477,219.6259449669477
65,196.61506338044933,199.56260704745446,201.51790321390638,204.5818155428506,209.26506648264476,,,216.15350908020258,221.84342729051858,221.84342729051858
61,184.21873527198002,189.14314836700729,202.25129476522375,205.47418995292549,210.8767900518501,,,219.6259449669477,223.96906408888321,223.96906408888321
51,147.62375514827863,155.67086991935605,208.3297627290955,209.26506648264476,214.67076884978644,,,221.84342729051858,229.2361911137141,229.2361911137141
63,195.3067644401144,196.21411116699738,208.9786875200188,210.8767900518501,216.8902177044044,,,223.96906408888321,229.81027833845855,229.81027833845855
66,200.91831616219096,201.51790321390638,209.68423371329033,214.67076884978644,218.99431156114244,,,229.2361911137141,235.1303417189497,235.1303417189497
69,210.9477982719669,210.9477982719669,215.99067021246995,218.99431156114244,224.66156791191563,,,229.81027833845855,235.2804359201554,235.2804359201554
64,196.17090464314353,198.20632579765265,217.67549119080022,224.66156791191563,230.09816361423347,,,235.2804359201554,239.773753830084,239.773753830084
67,201.16327697155555,202.25129476522375,216.95798491963797,223.43812017383604,229.49436773999327,,,235.1303417189497,241.67141043614296,241.67141043614296
68,202.62929688258663,206.6026097207601,220.39534215916012,229.49436773999327,233.30111188413468,,,239.773753830084,245.2702868071262,245.2702868071262
54,153.31569706766894,162.81492637102545,212.70413754620927,216.8902177044044,223.43812017383604,223.43812017383604,234.4305492309948,241.67141043614296,247.4756753099114,247.4756753099114
74,226.13228660532897,226.13228660532897,237.46051013077636,237.46051013077636,242.53377396159163,,,245.2702868071262,250.0171241079458,250.0171241079458
73,225.11146241153216,225.11146241153216,240.53188347864065,240.53739600507967,246.1554023131586,,,247.4756753099114,253.22342510280845,253.22342510280845
72,224.31010880119626,224.31010880119626,234.30511818702183,234.30511818702183,240.53739600507967,240.53739600507967,250.96268302079048,250.96268302079048,254.48968820483904,254.48968820483904
71,222.7191427965047,222.7191427965047,248.54401023525315,248.54401023525315,253.15345812287586,,,253.22342510280845,257.39211278652584,257.39211278652584
78,233.4502456131392,237.46051013077636,242.19759159439172,242.53377396159163,247.67418279028257,247.67418279028257,257.05724770909706,257.05724770909706,261.33573601651426,261.33573601651426
75,227.02827049944145,227.02827049944145,254.27944943811303,254.27944943811303,258.2997883238254,,,258.2997883238254,262.69754833411673,262.69754833411673
79,253.0809504493179,253.0809504493179,257.5632960607823,257.76190048589973,263.1056667867395,,,263.1056667867395,267.7607803558541,267.7607803558541
70,221.1892694720097,221.1892694720097,253.7428230447721,253.7428230447721,257.76190048589973,257.76190048589973,266.8292165779374,266.8292165779374,273.28617776625424,273.28617776625424
84,260.44838636181316,265.9291610426795,265.9395917795252,265.9395917795252,269.9457576950171,,,269.9457576950171,275.9285638682122,275.9285638682122
77,228.72006476329295,234.4305492309948,265.9291610426795,265.9291610426795,271.4533199946432,,,273.28617776625424,277.038658463133,277.038658463133
85,261.583685357357,265.9395917795252,269.731530333956,269.9457576950171,277.7023301842084,,,277.7023301842084,282.8226137565789,282.8226137565789
86,262.21878862899587,266.8292165779374,271.3961818306719,277.7023301842084,283.08988105534,,,283.08988105534,287.83587903558254,287.83587903558254
82,255.88471319619856,255.88471319619856,270.9804296652306,276.54179167799515,281.0956461375245,,,281.0956461375245,287.90009037028466,287.90009037028466
91,275.9639210932367,275.9952737212022,276.4647583696419,283.08988105534,286.767501380954,,,287.90009037028466,292.71625448384845,292.71625448384845
87,262.7063073219351,269.731530333956,270.42090668761995,271.4533199946432,276.54179167799515,276.54179167799515,285.9674001392978,287.83587903558254,292.9865232232039,292.9865232232039
88,264.1966312033787,270.42090668761995,275.9952737212022,281.0956461375245,287.14069650187605,,,292.71625448384845,298.6282534114712,298.6282534114712
81,255.36615802375067,255.36615802375067,278.7258639977038,286.767501380954,292.4713703699775,,,292.9865232232039,300.08751765346386,300.08751765346386
80,253.6634039744009,253.6634039744009,283.8515711313395,287.14069650187605,293.18394652577405,,,298.6282534114712,303.1787504095028,303.1787504095028
94,286.9115841040635,286.9115841040635,289.65770181775747,293.18394652577405,296.3265594197736,,,300.08751765346386,306.07035430636626,306.07035430636626
92,278.42678765384517,278.7258639977038,286.8270993306303,292.4713703699775,298.4504836897206,,,303.1787504095028,308.7522891994842,308.7522891994842
76,227.7196938639076,234.30511818702183,292.5636251056605,298.4504836897206,303.30839476341026,,,308.7522891994842,312.8130134815406,312.8130134815406
83,258.98607958810805,258.98607958810805,291.9773989541225,296.3265594197736,301.87304479337837,,,306.07035430636626,313.66268800183235,313.66268800183235
97,292.9512032135674,292.9512032135674,298.55815873594474,303.30839476341026,308.00995021715744,,,312.8130134815406,317.4385146452699,317.4385146452699
93,284.064386454021,284.064386454021,307.33704926143173,307.53695698570243,311.5650227664583,,,313.66268800183235,318.6446052327479,318.6446052327479
95,288.9942435435038,288.9942435435038,308.09071524192814,308.09071524192814,314.62793057587197,,,317.4385146452699,323.6824102632632,323.6824102632632
90,275.8753621036796,275.8753621036796,296.6525341064056,301.87304479337837,307.53695698570243,307.53695698570243,315.91535122689754,318.6446052327479,324.193212251445,324.193212251445
101,309.7514537292284,309.7514537292284,310.1622614225816,311.5650227664583,318.3027847372423,,,323.6824102632632,328.64595741959124,328.64595741959124
99,300.7399429570222,300.7399429570222,312.53183550058054,314.62793057587197,322.7893437323701,,,324.193212251445,329.99324702846275,329.99324702846275
98,297.717089108917,297.717089108917,323.78843117248994,323.78843117248994,329.5260019852712,,,329.5260019852712,333.3211454731303,333.3211454731303
102,311.1522161878093,311.1522161878093,312.5467493399376,318.3027847372423,324.35991620478893,325.9550042734246,331.7268022960294,331.7268022960294,336.8396791676627,336.8396791676627
100,309.62854405711704,309.62854405711704,325.9550042734246,325.9550042734246,332.3521600519621,,,333.3211454731303,339.0606208550644,339.0606208550644
106,320.3583152516945,323.78843117248994,327.06371674832303,329.5260019852712,333.56430532881444,,,336.8396791676627,342.0940402701862,342.0940402701862
96,292.92220686607874,292.92220686607874,333.84160427318864,333.84160427318864,339.30905788520255,,,339.30905788520255,345.1322545567119,345.1322545567119
109,337.28375600105664,337.28375600105664,339.3527147992105,339.508695002827,344.9247166199242,,,345.1322545567119,347.89281440315574,347.89281440315574
103,312.3987548774401,312.53183550058054,338.4574212998459,339.30905788520255,343.8320844545853,,,343.8320844545853,348.6380108549643,348.6380108549643
107,329.96294456629226,329.96294456629226,334.55085417848886,334.55085417848886,339.508695002827,339.508695002827,353.25180783267695,353.25180783267695,358.8801825661445,358.8801825661445
110,338.1134801939019,338.1134801939019,350.7107254525197,350.7107254525197,356.31582242704116,,,356.31582242704116,363.3397920661954,363.3397920661954
111,339.35956902209256,339.35956902209256,350.0892547511627,350.0892547511627,357.27411710411394,,,358.8801825661445,363.7235669463321,363.7235669463321
104,319.8339720428907,319.8339720428907,355.31875708510154,357.27411710411394,363.0903200626048,,,363.7235669463321,366.28564386950103,366.28564386950103
114,354.0694475109166,354.0694475109166,354.7392870925023,356.31582242704116,362.20105235885,,,363.3397920661954,369.54875590351287,369.54875590351287
105,320.35039027613254,320.35039027613254,355.87205050917174,362.20105235885,367.20441381710026,,,367.20441381710026,372.16936808971104,372.16936808971104
118,362.84196206045766,362.87970861453925,366.1114831604894,367.20441381710026,373.3574414999623,,,373.3574414999623,377.983619841266,377.983619841266
119,364.5792259609164,366.1114831604894,371.10312989122457,371.10312989122457,376.7059699561057,,,376.7059699561057,381.56625149996887,381.56625149996887
89,267.0173336666514,270.9804296652306,372.28083618301844,373.3574414999623,377.76151598235185,,,377.983619841266,383.56192861066654,383.56192861066654
121,367.80580690613453,372.28083618301844,374.91007026515376,376.7059699561057,382.45753656615364,,,382.45753656615364,387.42119328983733,387.42119328983733
120,365.80180364490167,371.10312989122457,375.52059754098366,382.45753656615364,387.5264254657325,,,387.5264254657325,389.8315081923666,389.8315081923666
124,376.03850472520685,378.77195799635604,380.60077800991917,387.5264254657325,392.5787901387522,,,392.5787901387522,396.13893550959125,396.13893550959125
116,361.2328877531326,361.2328877531326,362.87970861453925,363.0903200626048,369.118100865895,374.91007026515376,390.57495495132184,390.57495495132184,398.0473708314101,398.0473708314101
126,378.1477622799044,380.60077800991917,381.6538919072084,389.4407089664391,394.54392994666443,,,396.13893550959125,401.7418033335316,401.7418033335316
115,360.6591254318985,360.6591254318985,375.47509304757,377.76151598235185,382.776509409982,382.776509409982,395.5077382423966,398.0473708314101,402.6910889814826,402.6910889814826
117,362.27965546580623,362.27965546580623,378.77195799635604,382.776509409982,386.54542494249245,386.651340015062,400.28184138480776,401.7418033335316,404.91683717310957,404.91683717310957
128,385.8243458051867,385.8243458051867,386.651340015062,396.13845333231404,400.63652672347735,,,402.6910889814826,406.76096226300155,406.76096226300155
108,336.31869821952836,336.31869821952836,383.1501430941687,394.54392994666443,401.19489334633056,,,404.91683717310957,409.1355452106638,409.1355452106638
123,374.69432275287306,375.52059754098366,380.49135028873593,386.54542494249245,389.4407089664391,392.17557667263907,403.15346595978053,406.76096226300155,411.6494348233135,411.6494348233135
112,342.4737023176699,350.0892547511627,392.17557667263907,400.63652672347735,406.92023821850495,,,409.1355452106638,413.5453146901846,413.5453146901846
122,369.2777835848334,375.47509304757,382.1151018300451,392.5787901387522,396.13845333231404,396.71933152512696,407.5399144033551,411.6494348233135,414.8939505183965,414.8939505183965
132,394.6092011609409,395.8618606043462,396.71933152512696,407.0544542411852,410.3683558316292,,,413.5453146901846,417.72553677656606,417.72553677656606
127,385.2792923551731,385.2792923551731,395.8618606043462,406.92023821850495,410.77770655501274,,,414.8939505183965,421.788523380268,421.788523380268
125,376.57668807525357,380.49135028873593,395.4842077493439,401.19489334633056,407.0544542411852,407.0544542411852,416.3632749137532,417.72553677656606,422.2353824080527,422.2353824080527
113,353.44974666802733,353.44974666802733,400.49720593828664,410.3683558316292,417.7086392915061,,,421.788523380268,426.03021083660286,426.03021083660286
133,397.15032343590525,400.28184138480776,405.508504673396,417.23436220172067,421.20537044960855,,,422.2353824080527,428.32195713760126,428.32195713760126
129,387.0348976203994,390.57495495132184,407.44282899751903,417.7086392915061,423.3292436124097,,,426.03021083660286,432.0096497228831,432.0096497228831
136,405.8241422656387,405.8241422656387,407.62012838479495,421.20537044960855,426.240556470189,,,428.32195713760126,433.58881814473244,433.58881814473244
130,391.4041520785226,395.4842077493439,405.0615561978027,410.77770655501274,417.23436220172067,417.23436220172067,426.9523832256736,432.0096497228831,438.0425118831827,438.0425118831827
139,418.34407735834844,418.34407735834844,425.5649254624001,425.5649254624001,429.8343565009675,,,433.58881814473244,438.968959325434,438.968959325434
135,403.3191983097455,403.3191983097455,430.9412980968781,432.29769705133265,438.29387495807947,,,438.968959325434,441.75707823338263,441.75707823338263
137,418.0341409678801,418.0341409678801,425.57966547862344,426.240556470189,432.29769705133265,,,438.0425118831827,442.6165050742492,442.6165050742492
142,430.4585610688159,430.4585610688159,442.0224658406807,444.7000603027744,447.84961730234033,,,447.84961730234033,452.78865574172903,452.78865574172903
143,431.07177467286033,431.07177467286033,441.1347254071058,443.1628916547728,447.01544269164856,,,447.01544269164856,453.1923871811092,453.1923871811092
148,435.714855713225,442.0224658406807,444.2773611165852,447.01544269164856,452.6294272460515,,,452.78865574172903,458.3065038778971,458.3065038778971
144,434.1001542155387,434.1001542155387,447.34394676339906,447.84961730234033,453.3725390798387,,,453.3725390798387,459.3712606317682,459.3712606317682
146,434.8303973950292,437.7739100560158,450.59037618217246,452.6294272460515,455.0465828845104,,,458.3065038778971,463.95252415983623,463.95252415983623
138,418.11506100532137,418.11506100532137,429.84833350440016,429.84833350440016,437.00742655978695,444.2773611165852,455.84281550656465,459.3712606317682,464.5549063267621,464.5549063267621
141,425.246092949429,425.57966547862344,435.81020204739787,437.00742655978695,443.1628916547728,451.5414115368037,460.6547371589372,463.95252415983623,466.7345085500849,466.7345085500849
140,421.3545931289834,425.5649254624001,454.0815711743128,455.0465828845104,461.03930833421265,,,464.5549063267621,468.49016802394425,468.49016802394425
150,442.0180299883307,450.59037618217246,451.5414115368037,453.3725390798387,461.1131571632215,,,466.7345085500849,471.0036917693593,471.0036917693593
134,397.7305005324722,400.49720593828664,437.7739100560158,438.29387495807947,444.7000603027744,454.0815711743128,463.60017835154986,468.49016802394425,474.4663409763194,474.4663409763194
147,435.089961450526,441.1347254071058,462.90950368575085,462.90950368575085,467.5781049527769,,,471.0036917693593,477.1507465338916,477.1507465338916
145,434.233669764059,435.81020204739787,457.90469431793065,461.03930833421265,468.059838602527,,,474.4663409763194,478.21975154084976,478.21975154084976
152,450.48188594072576,457.90469431793065,463.28341696812646,467.5781049527769,475.2017948910621,,,478.21975154084976,481.9959647270138,481.9959647270138
153,451.9546166548765,460.6547371589372,465.2351365902002,468.059838602527,474.38380824295876,,,477.1507465338916,482.3970160718243,482.3970160718243
151,446.8054033731722,455.84281550656465,465.673118702522,474.38380824295876,479.35688617052017,,,481.9959647270138,487.83456395315625,487.83456395315625
159,466.1363687427374,467.0047036874673,469.2597171024325,479.35688617052017,484.3740440093021,,,484.3740440093021,488.110000916219,488.110000916219
131,392.3412577816544,395.5077382423966,477.5327997220701,479.46098370200764,484.601048548356,,,487.83456395315625,493.0580092043119,493.0580092043119
160,468.2427430790145,469.2597171024325,483.81123965454583,484.601048548356,488.97122123914716,,,488.97122123914716,495.43810343144844,495.43810343144844
156,460.16947478567386,463.60017835154986,479.2054754040103,484.3740440093021,489.38618145160734,,,493.0580092043119,497.892877478694,497.892877478694
158,465.5599369564945,465.673118702522,484.58337537219415,488.97122123914716,493.84503447993256,,,495.43810343144844,499.67264065545754,499.67264065545754
149,439.0676849665045,447.34394676339906,467.0047036874673,475.2017948910621,479.46098370200764,479.46098370200764,497.3708487009195,499.67264065545754,503.3737954033906,503.3737954033906
155,457.77152335550255,463.28341696812646,489.5692201272208,489.5692201272208,494.8073386109002,,,497.892877478694,503.5429024518805,503.5429024518805
157,463.68014613690866,465.2351365902002,502.1616888880583,502.1616888880583,507.4788515934592,,,507.4788515934592,511.96315629023866,511.96315629023866
161,477.4086990496203,477.5327997220701,501.65063394327086,501.65063394327086,506.8971091739622,,,506.8971091739622,512.6884335470958,512.6884335470958
154,453.24678897765506,462.90950368575085,503.8473074027007,506.8971091739622,512.8927461463716,,,512.8927461463716,517.5448252370231,517.5448252370231
162,492.5578478978736,492.5578478978736,504.0012394868485,507.4788515934592,512.5272462108752,512.5272462108752,523.5709383872768,523.5709383872768,530.3733621744279,530.3733621744279
